"agency","fiscal_year","n","n_matched","mean_salary","male_mean","female_mean","male_n","female_n","real_male_mean","real_female_mean","gap","gap_dollars","female_share","suppressed"
"MUNICIPAL WATER FIN AUTHORITY",2014,12,12,,,,4.0268072946086,7.9731927053914,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2015,11,11,,,,4.02298136363431,6.97701863636569,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2016,9,9,,,,3.02520900464611,5.97479099535389,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2017,10,10,,,,3.0091071861283,6.9908928138717,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2018,10,10,,,,3.98886683984855,6.01113316015145,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2019,10,10,,,,3.98886683984855,6.01113316015145,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2020,9,9,,,,3.98965886288061,5.01034113711939,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2021,9,9,,,,2.98965886288061,6.01034113711939,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2022,9,9,,,,2.98965886288061,6.01034113711939,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2023,6,6,,,,1.98857382717044,4.01142617282956,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2024,7,7,,,,3.00120756739855,3.99879243260145,,,,,,TRUE
"MUNICIPAL WATER FIN AUTHORITY",2025,9,9,,,,3.9994033795622,5.0005966204378,,,,,,TRUE
"NYC DEPT OF VETERANS' SERVICES",2017,30,30,87039.8333333333,85999.3876053649,88208.0387385449,15.8676767144688,14.1323232855312,109978.995263733,112803.494824473,-0.0256821728000563,-2208.65113318,0.471077442851039,FALSE
"NYC DEPT OF VETERANS' SERVICES",2018,32,32,87886.75,87565.643212456,88165.6889624485,14.8756103988134,17.1243896011866,110026.349767924,110780.30806873,-0.00685252489422878,-600.04574999251,0.535137175037081,FALSE
"NYC DEPT OF VETERANS' SERVICES",2019,37,37,95849.4054054054,96548.7163370851,95345.0270073008,15.5040011306028,21.4959988693972,119200.450658467,117714.358289697,0.0124671707242785,1203.68932978438,0.580972942416141,FALSE
"NYC DEPT OF VETERANS' SERVICES",2020,35,35,99076.7714285714,95933.3868306732,101551.361110736,15.4167026330333,19.5832973669667,116383.006626831,123198.535187497,-0.058561200283469,-5617.97428006257,0.559522781913334,FALSE
"NYC DEPT OF VETERANS' SERVICES",2021,33,33,98066.2727272727,95926.2883177004,99940.731116158,15.408645717154,17.591354282846,114021.041126846,118792.735679525,-0.0418492455911783,-4014.44279845762,0.533071341904425,FALSE
"NYC DEPT OF VETERANS' SERVICES",2022,29,29,,,,15.4547914434655,13.5452085565345,,,,,,TRUE
"NYC DEPT OF VETERANS' SERVICES",2023,27,27,,,,13.9642005816724,13.0357994183276,,,,,,TRUE
"NYC DEPT OF VETERANS' SERVICES",2024,31,31,108145.158387097,99735.1795366283,117083.991656501,15.9724959517038,15.0275040482962,103628.898508415,121655.018266405,-0.173948773145804,-17348.812119873,0.484758195106329,FALSE
"NYC DEPT OF VETERANS' SERVICES",2025,30,30,108370.424666667,102465.598848818,114259.444058187,14.9798965993946,15.0201034006054,102465.598848818,114259.444058187,-0.115100534636704,-11793.845209369,0.500670113353513,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2014,323,323,62082.8761609907,64761.4161930427,59946.6315354798,143.310046682188,179.689953317812,85177.0238832579,78844.4102395489,0.0743465004411091,4814.7846575629,0.556315644946785,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2015,317,317,65574.8927444795,68895.9331205862,62785.4527615392,144.710795655021,172.289204344979,90178.1905709018,82180.1558925204,0.0886914521986664,6110.48035904699,0.543499067334317,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2016,339,339,67057.5427728614,71299.433155913,63695.3471973623,149.891033098133,189.108966901867,92788.4122591197,82892.526253506,0.106650019810432,7604.08595855072,0.557843560182498,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2017,343,343,68689.9096209913,74226.0781727221,64428.8530099081,149.179220984825,193.820779015175,94922.8794193653,82393.8485764568,0.131991685456103,9797.22516281401,0.565075157478645,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2018,340,340,69750.8764705883,74456.9769193604,66329.7544878808,143.121648746209,196.878351253791,93555.292745528,83343.4267090037,0.109153269011735,8127.22243147952,0.579053974275856,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2019,339,339,73484.1209439528,79835.8991302148,68902.9950645034,142.04841310224,196.95158689776,98566.5632448201,85068.6407339851,0.136942205008294,10932.9040657114,0.580978132441769,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2020,354,354,77705.872881356,85812.0592720905,71790.5295360617,149.344014787023,204.655985212977,104104.168453401,87093.7423431787,0.163398126731463,14021.5297360289,0.578124252014059,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2021,365,365,79033.1671232877,85735.0959113427,74059.6155789907,155.483651378197,209.516348621803,101907.465287777,88029.6175517963,0.136180874451058,11675.480332352,0.574017393484393,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2022,368,368,81104.3016304348,88227.6951114182,75882.38609476,155.659523348934,212.340476651066,99831.2440797662,85862.302058491,0.139925552867135,12345.3090166582,0.57701216481268,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2023,386,386,85412.5466321244,95570.8584178718,78753.828166965,152.837052036161,233.162947963839,102707.630811958,84634.7855643874,0.175963997073003,16817.0302509068,0.60404908798922,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2024,397,397,91142.6851385391,102021.838664201,84309.7282461299,153.154187855486,243.845812144514,106004.830128085,87601.228696656,0.173610970454763,17712.1104180713,0.614221189280891,FALSE
"NYC EMPLOYEES RETIREMENT SYS",2025,390,390,94066.2025641025,104214.341915134,87349.1867911003,155.328316413637,234.671683586363,104214.341915134,87349.1867911003,0.161831421799577,16865.1551240334,0.601722265606059,FALSE
"NYC FIRE PENSION FUND",2018,29,29,,,,8.85424610744333,20.1457538925567,,,,,,TRUE
"NYC FIRE PENSION FUND",2019,32,32,89538.25,101709.984640879,83273.6889131127,10.8734399654088,21.1265600345912,125572.627639397,102810.908555014,0.181263381297934,18436.2957277667,0.660205001080976,FALSE
"NYC FIRE PENSION FUND",2020,32,32,101939.3125,127672.807960752,90453.3047258782,9.87525938894066,22.1247406110593,154888.154644108,109734.763997352,0.291522555423984,37219.5032348742,0.691398144095604,FALSE
"NYC FIRE PENSION FUND",2021,39,39,94896.5897435897,114250.077217605,85326.1150307834,12.904473854191,26.095526145809,135801.280145749,101421.337588893,0.253163611712332,28923.9621868217,0.669116055020743,FALSE
"NYC FIRE PENSION FUND",2022,42,42,95054.7142857143,114492.662798802,82077.2691871564,16.8146251953457,25.1853748046543,129550.533432561,92871.9251168927,0.283122016898231,32415.393611646,0.599651781063197,FALSE
"NYC FIRE PENSION FUND",2023,41,41,100511.512195122,113402.020001799,89603.7251223337,18.7920719635344,22.2079280364656,121870.337846594,96294.9006798902,0.209857768663093,23798.2948794649,0.541656781377209,FALSE
"NYC FIRE PENSION FUND",2024,43,43,103544.674418605,106575.555232729,100462.18857936,21.681488875605,21.318511124395,110736.32641965,104384.290403772,0.0573618090942074,6113.36665336897,0.495779328474303,FALSE
"NYC FIRE PENSION FUND",2025,44,44,108622.591818182,114147.259690682,102742.363965417,22.6858738347321,21.3141261652679,114147.259690682,102742.363965417,0.0999138810355152,11404.8957252649,0.484411958301542,FALSE
"NYC HOUSING AUTHORITY",2014,7748,7748,49707.5249096541,51266.5265621394,48098.6364103849,3935.00642231355,3812.99357768644,67427.9596415639,63261.4130930574,0.0617925645482288,3167.89015175449,0.492126171616733,FALSE
"NYC HOUSING AUTHORITY",2015,7610,7610,52279.9679369251,53665.1253246951,50833.3291417599,3887.61073185587,3722.38926814413,70242.5191059014,66535.9685988382,0.0527679040308166,2831.79618293526,0.48914445047886,FALSE
"NYC HOUSING AUTHORITY",2016,7262,7262,54425.616772239,55722.352292803,53064.9436159008,3718.36238333015,3543.63761666985,72516.5456124482,69058.2189338319,0.0476901740066238,2657.40867690217,0.48796992793581,FALSE
"NYC HOUSING AUTHORITY",2017,7269,7269,55555.2695006191,57297.0313645401,53814.5055716612,3633.4585160773,3635.5414839227,73273.4280618723,68819.8534685452,0.0607802133887547,3482.52579287892,0.500143277469074,FALSE
"NYC HOUSING AUTHORITY",2018,7006,7006,54998.9069369113,56346.6655559923,53652.0153868194,3501.8728248646,3504.1271751354,70799.661891114,67413.830289371,0.0478227086302944,2694.65016917286,0.5001608871161,FALSE
"NYC HOUSING AUTHORITY",2019,7043,7043,55808.6010222926,56930.1473924963,54688.7185731802,3518.88582011673,3524.11417988327,70286.7887082601,67519.4880592435,0.0393715618521574,2241.4288193161,0.500371174198959,FALSE
"NYC HOUSING AUTHORITY",2020,7242,7242,57274.1971831003,58211.0850497511,56333.9908472996,3627.40147775406,3614.59852224594,70619.6384899655,68342.4139050702,0.032246335914323,1877.0942024515,0.499116062171491,FALSE
"NYC HOUSING AUTHORITY",2021,7467,7467,58789.5437257266,59828.1907856032,57728.4463765942,3773.41826556441,3693.58173443559,71113.6928337851,68617.8697615675,0.0350962377674676,2099.74440900894,0.494654042377875,FALSE
"NYC HOUSING AUTHORITY",2022,7590,7590,58901.2785243742,59452.6270829965,58322.636247537,3886.66415989893,3703.33584010107,67271.7304697876,65993.1252567624,0.0190065753340393,1129.99083545952,0.487923035586439,FALSE
"NYC HOUSING AUTHORITY",2023,7226,7226,61335.8076390811,61974.8869579305,60693.6698593023,3621.62478291128,3604.37521708872,66602.873665281,65225.9814312433,0.020673165559753,1281.21709862827,0.498806423621468,FALSE
"NYC HOUSING AUTHORITY",2024,7163,7163,67549.9324305455,67657.3491466916,67437.2232931608,3667.60895251255,3495.39104748745,70298.7311061683,70070.0114122685,0.00325353943521267,220.125853530713,0.487978646864086,FALSE
"NYC HOUSING AUTHORITY",2025,7326,7326,70747.3155883155,70583.1659567039,70923.1018940707,3788.39167737717,3537.60832262283,70583.1659567039,70923.1018940707,-0.00481610498423079,-339.93593736687,0.482884018922036,FALSE
"NYC POLICE PENSION FUND",2014,123,123,71899.0243902439,82395.4864900743,62071.5542470983,59.4756375466989,63.5243624533011,108370.118091884,81639.2007675708,0.246663174267736,20323.9322429761,0.516458231327651,FALSE
"NYC POLICE PENSION FUND",2015,122,122,76124.131147541,86675.9132512095,65903.5614095624,60.0273631767309,61.9726368232691,113450.48494218,86261.4620472693,0.239655413626198,20772.351841647,0.507972432977616,FALSE
"NYC POLICE PENSION FUND",2016,122,122,77260.3442622951,89614.5668356711,66076.3643413674,57.9672789663261,64.0327210336739,116623.555110004,85991.1595886527,0.262660450476388,23538.2024943037,0.524858369128474,FALSE
"NYC POLICE PENSION FUND",2017,124,124,79458.4677419355,91590.1171742734,68546.8064389938,58.7175175090286,65.2824824909714,117128.613858709,87660.0300375612,0.251591672182643,23043.3107352796,0.526471632991705,FALSE
"NYC POLICE PENSION FUND",2018,127,127,77827.7165354331,89564.4608724345,67384.3286737328,59.7972206186207,67.2027793813793,112537.866875673,84668.5006075331,0.247644344449219,22180.1321987017,0.529155743160467,FALSE
"NYC POLICE PENSION FUND",2019,130,130,81021.123076923,93435.7956490198,70449.2170249172,59.7891408388933,70.2108591611067,115357.193461904,86977.6288748097,0.246014693452699,22986.5786241027,0.540083532008513,FALSE
"NYC POLICE PENSION FUND",2020,126,126,83945.9523809524,96215.8935052289,73891.4915612385,56.7478612176205,69.2521387823795,116725.733775982,89642.5554871415,0.232024056844384,22324.4019439904,0.549620149066504,FALSE
"NYC POLICE PENSION FUND",2021,131,131,80046.9389312977,94873.4694570814,67964.0559066597,58.8217083684,72.1782916316,112769.627101442,80784.2412083675,0.283634758003605,26909.4135504217,0.550979325432061,FALSE
"NYC POLICE PENSION FUND",2022,128,128,83759.1015625,95132.7707370186,72962.3826224062,62.334498484542,65.665501515458,107644.462925595,82558.2649418668,0.233046803355485,22170.3881146124,0.513011730589516,FALSE
"NYC POLICE PENSION FUND",2023,129,129,87393.519379845,103612.456292036,74947.2370292752,56.0110986246421,72.9889013753579,111349.736567528,80543.9364949728,0.276658041789559,28665.219262761,0.565805437018278,FALSE
"NYC POLICE PENSION FUND",2024,128,128,94459.4453125,110666.58012442,80717.5682990534,58.731829550093,69.268170449907,114987.067284269,83868.8287520118,0.270623812461683,29949.0118253669,0.541157581639898,FALSE
"NYC POLICE PENSION FUND",2025,123,123,94938.7317073171,106698.374636812,82491.8296432448,63.246074740849,59.753925259151,106698.374636812,82491.8296432448,0.226868919755933,24206.5449935674,0.485804270399601,FALSE
"OFF OF PAYROLL ADMINISTRATION",2014,128,128,77919.23015625,81923.5112537458,74727.6943203942,56.7713979904246,71.2286020095754,107749.355787101,98285.1052067142,0.0878357973581441,7195.81693335166,0.556473453199808,FALSE
"OFF OF PAYROLL ADMINISTRATION",2015,137,137,81542.102189781,88814.8161831434,75940.5052103673,59.6085326665217,77.3914673334783,116250.104418572,99398.8620333357,0.14495679354026,12874.310972776,0.56490122141225,FALSE
"OFF OF PAYROLL ADMINISTRATION",2016,132,132,83575.9924242424,90147.7051930617,78634.6429824296,56.6537480981337,75.3462519018663,117317.376358043,102334.385393319,0.127713314343118,11513.0622106322,0.570804938650502,FALSE
"OFF OF PAYROLL ADMINISTRATION",2017,141,141,87176.4893617021,95095.8352844088,81522.8236561632,58.7317602249805,82.2682397750194,121611.847590556,104254.210249842,0.142729821843953,13573.0116282456,0.583462693439854,FALSE
"OFF OF PAYROLL ADMINISTRATION",2018,129,129,87373.1782945736,94476.4988079599,82095.8596016988,54.9869921931476,74.0130078068524,118709.849221033,103153.559223214,0.131044644567397,12380.6392062612,0.573744246564748,FALSE
"OFF OF PAYROLL ADMINISTRATION",2019,129,129,89713.9302325581,94994.0123188252,85926.057232108,53.8859767593934,75.1140232406065,117280.990445551,106085.561092419,0.0954581753667034,9067.95508671721,0.582279249927183,FALSE
"OFF OF PAYROLL ADMINISTRATION",2020,129,129,90025.5968992248,95389.5812501942,86049.7981977439,54.9132704272495,74.0867295727505,115723.280846605,104392.584946072,0.0979119829444823,9339.78305245032,0.574315733122097,FALSE
"OFF OF PAYROLL ADMINISTRATION",2021,125,125,91259.776,96195.6291500625,87646.9276109929,52.8274436254383,72.1725563745617,114341.188217518,104179.929329453,0.0888678790772691,8548.70153906957,0.577380450996494,FALSE
"OFF OF PAYROLL ADMINISTRATION",2022,121,121,94535.9256198347,101199.995127624,90011.307852792,48.9314551711247,72.0685448288753,114509.637837626,101849.43438501,0.110560156260105,11188.6872748319,0.595607808503101,FALSE
"OFF OF PAYROLL ADMINISTRATION",2023,122,122,98002.7704918033,105097.403720163,93087.7784857627,49.9290371708999,72.0709628291001,112945.572732946,100039.126404175,0.114271378828517,12009.6252344003,0.590745596959837,FALSE
"OFF OF PAYROLL ADMINISTRATION",2024,119,119,106716.445378151,113292.300492576,101658.928159744,51.7343150181789,67.2656849818211,117715.297291045,105627.751388078,0.102684580348818,11633.3723328323,0.565257856990093,FALSE
"OFF OF PAYROLL ADMINISTRATION",2025,115,115,109858.573913043,116626.487254153,105072.397860204,47.637700151847,67.3622998481531,116626.487254153,105072.397860204,0.0990691708717099,11554.0893939489,0.585759129114374,FALSE
"OFFICE OF COLLECTIVE BARGAININ",2014,14,14,,,,5.2701316313064,8.7298683686936,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2015,14,14,,,,4.07471186957237,9.92528813042763,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2016,15,15,,,,5.07246407646003,9.92753592353997,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2017,15,15,,,,5.07246407646003,9.92753592353997,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2018,13,13,,,,4.06899165704369,8.93100834295631,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2019,14,14,,,,4.9750767459224,9.0249232540776,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2020,12,12,,,,3.27210980607294,8.72789019392706,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2021,14,14,,,,5.25237770086864,8.74762229913136,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2022,14,14,,,,5.26082760700861,8.73917239299139,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2023,12,12,,,,4.98497997381048,7.01502002618952,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2024,13,13,,,,5.98041921225326,7.01958078774674,,,,,,TRUE
"OFFICE OF COLLECTIVE BARGAININ",2025,13,13,,,,5.98041921225326,7.01958078774674,,,,,,TRUE
"OFFICE OF CRIMINAL JUSTICE",2024,45,45,122639.777777778,115923.597855853,129022.893695182,21.9279127524381,23.0720872475619,120449.322022051,134060.021931275,-0.11299938995698,-13099.2958393296,0.512713049945821,FALSE
"OFFICE OF CRIMINAL JUSTICE",2025,90,90,128762.433333333,130691.364807608,127314.626544549,38.5883064779037,51.4116935220963,130691.364807608,127314.626544549,0.0258375009552432,3376.73826305861,0.571241039134403,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2014,109,109,78677.1559633028,83107.5767470452,73851.7050386471,56.8259983887026,52.1740016112974,109306.690087843,97132.9661035415,0.111372176529346,9255.87170839806,0.478660565241261,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2015,141,141,82989.3971631206,86066.074313465,79904.2392380901,70.5970319081982,70.4029680918018,112652.264068254,104587.010975288,0.0715942387813875,6161.83507537485,0.499311830438311,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2016,148,148,85179.3918918919,88192.9315518528,81851.6900959189,77.6661587839616,70.3338412160384,114773.452311731,106521.020274002,0.0719019239337284,6341.24145593384,0.475228656865125,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2017,159,159,86261.8427672956,89194.2928627644,82807.4469816281,85.9968973955287,73.0031026044713,114064.750755203,105897.031048465,0.0716059926722357,6386.84588113635,0.459139010091015,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2018,173,173,85249.6878612717,88645.3232667662,81284.0713256606,93.197687859285,79.802312140715,111382.96922431,102133.546150505,0.0830416278019863,7361.25194110555,0.461285041275809,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2019,170,170,89484.6882352941,91179.2914112603,87530.1951223377,91.0537302650052,78.9462697349948,112571.280481822,108066.053083282,0.0400211082192274,3649.09628892252,0.464389821970558,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2020,180,180,91285.15,90840.6800521442,91723.4228619659,89.3681764111954,90.6318235888046,110204.714101829,111275.626593083,-0.0097174835031501,-882.742809821648,0.503510131048915,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2021,180,180,94031.6111111111,95345.5646160646,92745.1200392341,89.0495398368024,90.9504601631976,113330.774441574,110239.803204775,0.0272738914211884,2600.44457683044,0.505280334239987,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2022,183,183,94220.7868852459,95369.8736739507,92976.1430467797,95.1526541265405,87.8473458734595,107912.749217547,105204.199411269,0.0250994421504073,2393.73062717098,0.480040141385025,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2023,183,183,95118.0109289618,97345.0433495612,92662.0316915671,95.9733251306344,87.0266748693656,104614.303347632,99581.5868855242,0.0481073457554242,4683.0116579941,0.475555600379047,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2024,195,195,106439.425641026,108442.224672452,104302.555787852,100.657717557811,94.3422824421885,112675.871711657,108374.587764571,0.0381739575806732,4139.6688846,0.483806576626608,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2025,192,192,108294.036458333,114008.888089147,102444.264498399,97.1199976803387,94.8800023196613,114008.888089147,102444.264498399,0.101436158045018,11564.6235907475,0.494166678748236,FALSE
"OFFICE OF LABOR RELATIONS",2014,86,86,73706.3488372093,95512.0296294652,64568.1074744568,25.397192807684,60.602807192316,125621.564615528,84922.7758709731,0.323979317317975,30943.9221550083,0.704683804561814,FALSE
"OFFICE OF LABOR RELATIONS",2015,90,90,79255.8555555556,96903.510566876,73279.7438123758,22.7673284483187,67.2326715516813,126837.432154294,95916.1797102468,0.243786490461527,23623.7667545002,0.74702968390757,FALSE
"OFFICE OF LABOR RELATIONS",2016,102,102,80654.0784313726,91466.8714978569,75512.9143958336,32.8695086912622,69.1304913087378,119034.126989987,98271.7971477607,0.174423338644497,15953.9571020233,0.677749914791547,FALSE
"OFFICE OF LABOR RELATIONS",2017,110,110,81780.4636363636,91037.1937759146,77248.3583434485,36.1547271096491,73.8452728903509,116421.516267638,98787.8759715181,0.151463757400156,13788.8354324661,0.671320662639553,FALSE
"OFFICE OF LABOR RELATIONS",2018,116,116,81696.7068965517,93744.4534199207,76639.366192073,34.2969032490194,81.7030967509805,117790.033195529,96297.4678342972,0.182465059039032,17105.0872278477,0.704337040956729,FALSE
"OFFICE OF LABOR RELATIONS",2019,115,115,84997.3652173913,98561.4066839199,79406.765462854,33.5646574817969,81.4353425182031,121685.347459591,98036.7485721577,0.194342206199365,19154.6412210659,0.708133413201766,FALSE
"OFFICE OF LABOR RELATIONS",2020,140,140,84068.3785714286,96866.322811979,78957.6834221968,39.9526343302597,100.04736566974,117514.811706186,95788.6810478642,0.184879934221758,17908.6393897823,0.714624040498145,FALSE
"OFFICE OF LABOR RELATIONS",2021,136,136,85130.6323529412,97001.3414393828,80196.0398262178,39.9340993147453,96.0659006852547,115298.883503014,95323.5668303045,0.173248136198887,16805.301613165,0.706366916803343,FALSE
"OFFICE OF LABOR RELATIONS",2022,129,129,85587.2186046512,93288.8280926947,82624.4891598653,35.8383300441461,93.1616699558539,105558.008236258,93491.1144835858,0.114315284593703,10664.3389328294,0.722183488029875,FALSE
"OFFICE OF LABOR RELATIONS",2023,136,136,87105.945,95460.0002596963,83715.4117332315,39.2617011010188,96.7382988989811,102588.494299313,89966.8763460633,0.123031515760675,11744.5885264648,0.711311021316038,FALSE
"OFFICE OF LABOR RELATIONS",2024,141,141,97391.2775177305,104742.856131512,94027.6583580214,44.2614603616856,96.7385396383144,108832.077687769,97698.5524088696,0.102300034286224,10715.1977734907,0.686088933605066,FALSE
"OFFICE OF LABOR RELATIONS",2025,145,145,100588.921655172,106496.831493831,97908.0608177582,45.2596577654579,99.7403422345421,106496.831493831,97908.0608177582,0.0806481334289311,8588.77067607288,0.687864429203739,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2014,285,285,80008.9368421053,85815.9095450601,74269.6407581714,141.664758902769,143.335241097231,112868.806869426,97682.653291627,0.13454694878956,11546.2687868887,0.5029306705166,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2015,292,292,83940.2157534247,87708.9068967199,80166.4190733855,146.098827917535,145.901172082465,114802.574878466,104930.179317456,0.0859945482186433,7542.48782333448,0.499661548227621,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2016,315,315,84710.8825396825,86425.5182136364,82911.0900340404,161.316325247097,153.683674752903,112473.357202979,107899.71339756,0.0406642419072188,3514.42817959606,0.487884681755246,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2017,342,342,87644.8421052632,90054.4886268319,84980.9478704488,179.569234200061,162.430765799939,115164.798889224,108676.579259369,0.0563385660586761,5073.54075638307,0.474943759648944,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2018,351,351,87835.3931623932,90018.6158245242,85087.0596079513,195.61068256046,155.38931743954,113108.513190532,106912.006098494,0.0547837374681037,4931.55621657282,0.442704608089857,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2019,356,356,91154.1713483145,92965.4093320645,88839.7651099089,199.709082147152,156.290917852848,114776.447667533,109682.867253471,0.0443782720024303,4125.64422215564,0.439019432170921,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2020,358,358,93927.6452513966,96518.5489032739,90707.8751580028,198.372468317134,159.627531682866,117092.904646938,110043.599880956,0.0602026637500975,5810.67374527114,0.445886960008006,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2021,334,334,95733.9491017964,99365.1305099691,90693.0104537225,194.147855142287,139.852144857713,118108.558468649,107800.600400727,0.0872752847174745,8672.12005624657,0.418718996579978,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2022,334,334,99246.5898203593,102573.765598436,95140.0874652217,184.50782533719,149.49217466281,116064.084148481,107652.74193683,0.0724715339233635,7433.67813321418,0.447581361265898,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2023,364,364,98833.1071428571,101348.874004855,95704.7558364888,201.753372546363,162.246627453637,108917.120833894,102851.527046288,0.0556899938335359,5644.11816836619,0.445732493004497,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2024,384,384,112388.2421875,113498.612695278,110923.510985294,218.421190691777,165.578809308223,117929.664041215,115254.02887424,0.022688398111941,2575.10170998346,0.431194815906831,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2025,368,368,120854.817934783,121478.929940371,120081.76226406,203.615136285683,164.384863714317,121478.929940371,120081.76226406,0.0115013169526333,1397.16767631094,0.446697999223687,FALSE
"OFFICE OF RACIAL EQUITY",2024,7,7,,,,1.02086858331667,5.97913141668333,,,,,,TRUE
"OFFICE OF RACIAL EQUITY",2025,21,21,,,,3.33744511971459,17.6625548802854,,,,,,TRUE
"OFFICE OF THE ACTUARY",2014,26,26,,,,15.9082459173384,10.0917540826616,,,,,,TRUE
"OFFICE OF THE ACTUARY",2015,25,25,,,,13.9168928225797,11.0831071774203,,,,,,TRUE
"OFFICE OF THE ACTUARY",2016,27,27,,,,13.9499573091013,13.0500426908987,,,,,,TRUE
"OFFICE OF THE ACTUARY",2017,30,30,108355,120047.778123578,95086.5581536439,15.9468670149192,14.0531329850808,153521.256247307,121599.983674441,0.207927379915676,24961.219969934,0.468437766169358,FALSE
"OFFICE OF THE ACTUARY",2018,33,33,107471.121212121,121652.799350483,90397.297009503,18.0267842935185,14.9732157064815,152856.907806957,113584.326614387,0.256923823437324,31255.5023409796,0.453733809287318,FALSE
"OFFICE OF THE ACTUARY",2019,35,35,114062.342857143,125786.658977781,98406.1658082379,20.0130141308486,14.9869858691514,155298.040262138,121493.684814618,0.217674063307299,27380.4931695432,0.42819959626147,FALSE
"OFFICE OF THE ACTUARY",2020,35,35,114636.657142857,124385.233733659,101741.03072977,19.9321179191223,15.0678820808777,150899.785363105,123428.635690129,0.182048964528827,22644.2030038886,0.430510916596506,FALSE
"OFFICE OF THE ACTUARY",2021,34,34,117138.5,125852.502779997,104792.040884128,19.9321179191223,14.0678820808777,149592.29265568,124559.156962718,0.167342416166998,21060.4618958685,0.413761237672874,FALSE
"OFFICE OF THE ACTUARY",2022,35,35,115725.685714286,134152.086093791,93949.7987303351,18.9580268791142,16.0419731208858,151795.528985839,106305.908552281,0.299676945279471,40202.2873634559,0.458342089168166,FALSE
"OFFICE OF THE ACTUARY",2023,30,30,124164.466666667,142422.748563202,100001.279149573,17.0879423917344,12.9120576082656,153058.19494364,107468.894071346,0.297855994506408,42421.4694136284,0.430401920275519,FALSE
"OFFICE OF THE ACTUARY",2024,33,33,132114.333333333,153882.241564406,105624.095487717,18.1146173231798,14.8853826768202,159889.893089015,109747.721137052,0.313604387264472,48258.146076689,0.451072202327884,FALSE
"OFFICE OF THE ACTUARY",2025,31,31,143756.419354839,161771.446015369,118450.875870194,18.1085300907877,12.8914699092123,161771.446015369,118450.875870194,0.2677887304108,43320.5701451749,0.415853868039107,FALSE
"OFFICE OF THE COMPTROLLER",2014,637,637,73108.546310832,77804.6691108599,69320.799522535,284.397901102293,352.602098897707,102332.075928208,91173.7226211524,0.109040622950748,8483.86958832499,0.553535477076463,FALSE
