"agency","fiscal_year","active","ceased","n","separation_rate","suppressed"
"OFFICE OF EMERGENCY MANAGEMENT",2020,198,39,237,0.164556962025316,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2021,197,21,218,0.0963302752293578,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2022,202,45,247,0.182186234817814,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2023,219,46,265,0.173584905660377,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2024,217,70,287,0.24390243902439,FALSE
"OFFICE OF EMERGENCY MANAGEMENT",2025,223,47,270,0.174074074074074,FALSE
"OFFICE OF LABOR RELATIONS",2014,103,9,112,0.0803571428571429,FALSE
"OFFICE OF LABOR RELATIONS",2015,111,17,128,0.1328125,FALSE
"OFFICE OF LABOR RELATIONS",2016,123,8,131,0.0610687022900763,FALSE
"OFFICE OF LABOR RELATIONS",2017,131,16,147,0.108843537414966,FALSE
"OFFICE OF LABOR RELATIONS",2018,137,16,153,0.104575163398693,FALSE
"OFFICE OF LABOR RELATIONS",2019,134,25,159,0.157232704402516,FALSE
"OFFICE OF LABOR RELATIONS",2020,159,16,175,0.0914285714285714,FALSE
"OFFICE OF LABOR RELATIONS",2021,154,6,160,0.0375,FALSE
"OFFICE OF LABOR RELATIONS",2022,148,43,191,0.225130890052356,FALSE
"OFFICE OF LABOR RELATIONS",2023,156,69,225,0.306666666666667,FALSE
"OFFICE OF LABOR RELATIONS",2024,161,24,185,0.12972972972973,FALSE
"OFFICE OF LABOR RELATIONS",2025,164,16,180,0.0888888888888889,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2014,328,64,392,0.163265306122449,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2015,336,116,452,0.256637168141593,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2016,359,86,445,0.193258426966292,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2017,408,79,487,0.162217659137577,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2018,404,88,492,0.178861788617886,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2019,412,102,514,0.198443579766537,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2020,407,68,475,0.143157894736842,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2021,383,60,443,0.135440180586907,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2022,394,134,528,0.253787878787879,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2023,435,113,548,0.206204379562044,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2024,463,124,587,0.211243611584327,FALSE
"OFFICE OF MANAGEMENT & BUDGET",2025,457,81,538,0.150557620817844,FALSE
"OFFICE OF RACIAL EQUITY",2024,10,1,11,,TRUE
"OFFICE OF RACIAL EQUITY",2025,28,2,30,0.0666666666666667,FALSE
"OFFICE OF THE ACTUARY",2014,35,0,35,0,FALSE
"OFFICE OF THE ACTUARY",2015,36,4,40,0.1,FALSE
"OFFICE OF THE ACTUARY",2016,36,2,38,0.0526315789473684,FALSE
"OFFICE OF THE ACTUARY",2017,38,4,42,0.0952380952380952,FALSE
"OFFICE OF THE ACTUARY",2018,41,5,46,0.108695652173913,FALSE
"OFFICE OF THE ACTUARY",2019,43,4,47,0.0851063829787234,FALSE
"OFFICE OF THE ACTUARY",2020,42,5,47,0.106382978723404,FALSE
"OFFICE OF THE ACTUARY",2021,40,1,41,0.024390243902439,FALSE
"OFFICE OF THE ACTUARY",2022,40,4,44,0.0909090909090909,FALSE
"OFFICE OF THE ACTUARY",2023,35,19,54,0.351851851851852,FALSE
"OFFICE OF THE ACTUARY",2024,40,12,52,0.230769230769231,FALSE
"OFFICE OF THE ACTUARY",2025,38,4,42,0.0952380952380952,FALSE
"OFFICE OF THE COMPTROLLER",2014,728,178,906,0.196467991169978,FALSE
"OFFICE OF THE COMPTROLLER",2015,723,242,965,0.250777202072539,FALSE
"OFFICE OF THE COMPTROLLER",2016,733,160,893,0.179171332586786,FALSE
"OFFICE OF THE COMPTROLLER",2017,811,138,949,0.145416227608008,FALSE
"OFFICE OF THE COMPTROLLER",2018,803,150,953,0.157397691500525,FALSE
"OFFICE OF THE COMPTROLLER",2019,799,193,992,0.194556451612903,FALSE
"OFFICE OF THE COMPTROLLER",2020,771,159,930,0.170967741935484,FALSE
"OFFICE OF THE COMPTROLLER",2021,804,99,903,0.109634551495017,FALSE
"OFFICE OF THE COMPTROLLER",2022,698,248,946,0.26215644820296,FALSE
"OFFICE OF THE COMPTROLLER",2023,696,250,946,0.264270613107822,FALSE
"OFFICE OF THE COMPTROLLER",2024,708,202,910,0.221978021978022,FALSE
"OFFICE OF THE COMPTROLLER",2025,740,119,859,0.138533178114086,FALSE
"OFFICE OF THE MAYOR",2014,419,250,669,0.373692077727952,FALSE
"OFFICE OF THE MAYOR",2015,461,191,652,0.292944785276074,FALSE
"OFFICE OF THE MAYOR",2016,526,123,649,0.189522342064715,FALSE
"OFFICE OF THE MAYOR",2017,459,203,662,0.306646525679758,FALSE
"OFFICE OF THE MAYOR",2018,516,123,639,0.192488262910798,FALSE
"OFFICE OF THE MAYOR",2019,563,319,882,0.361678004535147,FALSE
"OFFICE OF THE MAYOR",2020,505,295,800,0.36875,FALSE
"OFFICE OF THE MAYOR",2021,423,132,555,0.237837837837838,FALSE
"OFFICE OF THE MAYOR",2022,465,271,736,0.36820652173913,FALSE
"OFFICE OF THE MAYOR",2023,442,307,749,0.409879839786382,FALSE
"OFFICE OF THE MAYOR",2024,337,311,648,0.479938271604938,FALSE
"OFFICE OF THE MAYOR",2025,359,178,537,0.33147113594041,FALSE
"PERSONNEL MONITORS",2014,1199,19,1218,0.0155993431855501,FALSE
"PERSONNEL MONITORS",2015,2536,17,2553,0.00665883274578927,FALSE
"PERSONNEL MONITORS",2016,1399,10,1409,0.007097232079489,FALSE
"PERSONNEL MONITORS",2017,1281,14,1295,0.0108108108108108,FALSE
"PERSONNEL MONITORS",2018,642,8,650,0.0123076923076923,FALSE
"PERSONNEL MONITORS",2019,474,5,479,0.0104384133611691,FALSE
"PERSONNEL MONITORS",2020,360,5,365,0.0136986301369863,FALSE
"PERSONNEL MONITORS",2021,71,1,72,0.0138888888888889,FALSE
"PERSONNEL MONITORS",2022,132,1,133,0.0075187969924812,FALSE
"PERSONNEL MONITORS",2023,162,7,169,0.0414201183431953,FALSE
"PERSONNEL MONITORS",2024,163,7,170,0.0411764705882353,FALSE
"PERSONNEL MONITORS",2025,155,7,162,0.0432098765432099,FALSE
"POLICE DEPARTMENT",2014,49722,4016,53738,0.0747329636383937,FALSE
"POLICE DEPARTMENT",2015,50213,7159,57372,0.124782123684027,FALSE
"POLICE DEPARTMENT",2016,52283,12354,64637,0.191128919968439,FALSE
"POLICE DEPARTMENT",2017,53728,7774,61502,0.1264023934181,FALSE
"POLICE DEPARTMENT",2018,54586,4257,58843,0.0723450537871964,FALSE
"POLICE DEPARTMENT",2019,54234,4810,59044,0.0814646704152835,FALSE
"POLICE DEPARTMENT",2020,53814,5428,59242,0.0916241855440397,FALSE
"POLICE DEPARTMENT",2021,51041,6769,57810,0.117090468777028,FALSE
"POLICE DEPARTMENT",2022,48958,9311,58269,0.159793372118965,FALSE
"POLICE DEPARTMENT",2023,49267,8135,57402,0.141719800703808,FALSE
"POLICE DEPARTMENT",2024,48072,15914,63986,0.248710655455881,FALSE
"POLICE DEPARTMENT",2025,47480,6148,53628,0.114641605131648,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2014,46,40,86,0.465116279069767,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2015,51,43,94,0.457446808510638,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2016,53,7,60,0.116666666666667,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2017,52,8,60,0.133333333333333,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2018,50,16,66,0.242424242424242,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2019,55,19,74,0.256756756756757,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2020,55,12,67,0.17910447761194,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2021,52,5,57,0.087719298245614,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2022,47,30,77,0.38961038961039,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2023,46,24,70,0.342857142857143,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2024,51,5,56,0.0892857142857143,FALSE
"PRESIDENT BOROUGH OF MANHATTAN",2025,50,4,54,0.0740740740740741,FALSE
"PUBLIC ADMINISTRATOR-BRONX",2014,7,1,8,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2015,8,2,10,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2016,8,0,8,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2017,7,2,9,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2018,6,2,8,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2019,7,4,11,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2020,8,0,8,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2021,7,1,8,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2022,7,2,9,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2023,8,3,11,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2024,7,4,11,,TRUE
"PUBLIC ADMINISTRATOR-BRONX",2025,9,1,10,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2014,9,1,10,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2015,10,7,17,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2016,11,1,12,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2017,12,1,13,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2018,13,3,16,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2019,12,4,16,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2020,12,4,16,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2021,11,3,14,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2022,12,4,16,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2023,11,4,15,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2024,12,5,17,,TRUE
"PUBLIC ADMINISTRATOR-KINGS",2025,15,0,15,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2014,11,1,12,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2015,9,3,12,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2016,10,1,11,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2017,10,0,10,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2018,10,0,10,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2019,11,1,12,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2020,10,1,11,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2021,10,0,10,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2022,10,2,12,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2023,12,2,14,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2024,12,1,13,,TRUE
"PUBLIC ADMINISTRATOR-NEW YORK",2025,12,0,12,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2014,7,0,7,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2015,8,2,10,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2016,7,0,7,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2017,8,1,9,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2018,8,2,10,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2019,8,0,8,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2020,8,0,8,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2021,8,0,8,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2022,7,1,8,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2023,7,3,10,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2024,7,0,7,,TRUE
"PUBLIC ADMINISTRATOR-QUEENS",2025,7,0,7,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2014,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2015,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2016,5,1,6,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2017,5,1,6,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2018,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2019,5,3,8,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2020,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2021,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2022,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2023,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2024,5,0,5,,TRUE
"PUBLIC ADMINISTRATOR-RICHMOND",2025,5,0,5,,TRUE
"PUBLIC ADVOCATE",2014,28,42,70,0.6,FALSE
"PUBLIC ADVOCATE",2015,45,37,82,0.451219512195122,FALSE
"PUBLIC ADVOCATE",2016,43,12,55,0.218181818181818,FALSE
"PUBLIC ADVOCATE",2017,64,22,86,0.255813953488372,FALSE
"PUBLIC ADVOCATE",2018,56,27,83,0.325301204819277,FALSE
"PUBLIC ADVOCATE",2019,42,60,102,0.588235294117647,FALSE
"PUBLIC ADVOCATE",2020,68,13,81,0.160493827160494,FALSE
"PUBLIC ADVOCATE",2021,61,17,78,0.217948717948718,FALSE
"PUBLIC ADVOCATE",2022,63,31,94,0.329787234042553,FALSE
"PUBLIC ADVOCATE",2023,71,17,88,0.193181818181818,FALSE
"PUBLIC ADVOCATE",2024,67,15,82,0.182926829268293,FALSE
"PUBLIC ADVOCATE",2025,58,20,78,0.256410256410256,FALSE
"PUBLIC SERVICE CORPS",2014,512,22,534,0.0411985018726592,FALSE
"PUBLIC SERVICE CORPS",2015,401,19,420,0.0452380952380952,FALSE
"PUBLIC SERVICE CORPS",2016,394,18,412,0.0436893203883495,FALSE
"PUBLIC SERVICE CORPS",2017,280,5,285,0.0175438596491228,FALSE
"PUBLIC SERVICE CORPS",2018,255,8,263,0.0304182509505703,FALSE
"PUBLIC SERVICE CORPS",2019,215,15,230,0.0652173913043478,FALSE
"PUBLIC SERVICE CORPS",2020,172,4,176,0.0227272727272727,FALSE
"PUBLIC SERVICE CORPS",2021,30,0,30,0,FALSE
"PUBLIC SERVICE CORPS",2022,51,5,56,0.0892857142857143,FALSE
"PUBLIC SERVICE CORPS",2023,51,15,66,0.227272727272727,FALSE
"PUBLIC SERVICE CORPS",2024,61,4,65,0.0615384615384615,FALSE
"PUBLIC SERVICE CORPS",2025,82,24,106,0.226415094339623,FALSE
"QUEENS COMMUNITY BOARD #1",2014,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #1",2015,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #1",2016,4,3,7,,TRUE
"QUEENS COMMUNITY BOARD #1",2017,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #1",2018,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #1",2019,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #1",2020,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #1",2021,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #1",2022,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #1",2023,2,1,3,,TRUE
"QUEENS COMMUNITY BOARD #1",2024,2,0,2,,TRUE
"QUEENS COMMUNITY BOARD #1",2025,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #10",2014,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #10",2015,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #10",2016,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #10",2017,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #10",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #10",2019,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #10",2020,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #10",2021,3,2,5,,TRUE
"QUEENS COMMUNITY BOARD #10",2022,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #10",2023,2,3,5,,TRUE
"QUEENS COMMUNITY BOARD #10",2024,1,1,2,,TRUE
"QUEENS COMMUNITY BOARD #10",2025,1,0,1,,TRUE
"QUEENS COMMUNITY BOARD #11",2014,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2015,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2016,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #11",2017,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2018,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #11",2019,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2020,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2021,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2022,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2023,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2024,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #11",2025,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #12",2014,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #12",2015,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #12",2016,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #12",2017,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #12",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #12",2019,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #12",2020,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #12",2021,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #12",2022,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #12",2023,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #12",2024,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #12",2025,0,2,2,,TRUE
"QUEENS COMMUNITY BOARD #13",2014,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2015,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2016,2,2,4,,TRUE
"QUEENS COMMUNITY BOARD #13",2017,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2018,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2019,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2020,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2021,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2022,1,2,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2023,1,2,3,,TRUE
"QUEENS COMMUNITY BOARD #13",2024,1,1,2,,TRUE
"QUEENS COMMUNITY BOARD #13",2025,1,0,1,,TRUE
"QUEENS COMMUNITY BOARD #14",2014,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2015,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2016,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2017,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #14",2018,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #14",2019,3,2,5,,TRUE
"QUEENS COMMUNITY BOARD #14",2020,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2021,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2022,2,1,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2023,2,1,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2024,2,1,3,,TRUE
"QUEENS COMMUNITY BOARD #14",2025,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2014,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2015,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2016,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2017,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2019,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2020,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2021,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2022,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2023,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #2",2024,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #2",2025,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #3",2014,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #3",2015,2,2,4,,TRUE
"QUEENS COMMUNITY BOARD #3",2016,5,0,5,,TRUE
"QUEENS COMMUNITY BOARD #3",2017,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #3",2018,3,2,5,,TRUE
"QUEENS COMMUNITY BOARD #3",2019,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #3",2020,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #3",2021,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #3",2022,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #3",2023,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #3",2024,2,1,3,,TRUE
"QUEENS COMMUNITY BOARD #3",2025,2,0,2,,TRUE
"QUEENS COMMUNITY BOARD #4",2014,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2015,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #4",2016,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2017,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2018,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2019,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2020,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2021,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2022,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #4",2023,2,2,4,,TRUE
"QUEENS COMMUNITY BOARD #4",2024,2,2,4,,TRUE
"QUEENS COMMUNITY BOARD #4",2025,2,0,2,,TRUE
"QUEENS COMMUNITY BOARD #5",2014,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2015,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2016,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2017,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2019,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2020,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2021,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2022,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #5",2023,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #5",2024,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #5",2025,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2014,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2015,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2016,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #6",2017,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2019,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2020,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2021,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2022,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2023,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2024,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #6",2025,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #7",2014,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #7",2015,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #7",2016,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #7",2017,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #7",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #7",2019,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #7",2020,5,0,5,,TRUE
"QUEENS COMMUNITY BOARD #7",2021,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #7",2022,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #7",2023,3,2,5,,TRUE
"QUEENS COMMUNITY BOARD #7",2024,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #7",2025,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #8",2014,2,4,6,,TRUE
"QUEENS COMMUNITY BOARD #8",2015,4,3,7,,TRUE
"QUEENS COMMUNITY BOARD #8",2016,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #8",2017,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #8",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #8",2019,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #8",2020,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #8",2021,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #8",2022,3,2,5,,TRUE
"QUEENS COMMUNITY BOARD #8",2023,4,4,8,,TRUE
"QUEENS COMMUNITY BOARD #8",2024,3,3,6,,TRUE
"QUEENS COMMUNITY BOARD #8",2025,3,2,5,,TRUE
"QUEENS COMMUNITY BOARD #9",2014,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #9",2015,2,2,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2016,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2017,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2018,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2019,4,1,5,,TRUE
"QUEENS COMMUNITY BOARD #9",2020,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2021,4,0,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2022,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2023,3,1,4,,TRUE
"QUEENS COMMUNITY BOARD #9",2024,3,0,3,,TRUE
"QUEENS COMMUNITY BOARD #9",2025,3,0,3,,TRUE
"QUEENS DA",2014,607,46,653,0.0704441041347626,FALSE
"RICHMOND DA",2014,103,8,111,0.0720720720720721,FALSE
"SPEC NARCS-DA",2014,209,42,251,0.167330677290837,FALSE
"STATEN ISLAND COMMUNITY BD #1",2014,3,0,3,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2015,3,0,3,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2016,3,1,4,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2017,3,1,4,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2018,3,0,3,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2019,3,0,3,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2020,3,0,3,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2021,3,0,3,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2022,2,1,3,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2023,2,2,4,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2024,2,0,2,,TRUE
"STATEN ISLAND COMMUNITY BD #1",2025,2,0,2,,TRUE
